1	6	0
2	5	0
3	3	-1
4	3	0
5	4	0
6	7	0
7	6	0
8	5	-1
9	3	-1
10	4	0
11	6	-1
12	4	-1
13	5	-1
14	5	0
15	4	0
16	5	0
17	6	-1
18	5	-1
19	4	0
20	4	-1
21	4	0
22	2	-1
23	6	0
24	5	0
25	6	0
26	2	-1
27	5	-1
28	5	-1
29	7	0
30	3	-1
31	5	0
32	3	-1
33	6	-1
34	6	-1
35	3	-1
36	5	0
37	5	-1
38	4	-1
39	5	-1
40	4	0
41	6	0
42	4	0
43	5	-1
44	3	0
45	4	-1
46	5	-1
47	3	0
48	4	0
49	3	-1
50	4	-1
51	5	0
52	4	-1
53	5	-1
54	3	-1
55	5	0
56	4	0
57	6	-1
58	5	-1
59	5	0
60	5	0
61	2	0
62	5	0
63	3	-1
64	4	-1
65	4	-1
66	4	0
67	7	0
68	6	0
69	7	0
70	5	0
71	4	0
72	4	-1
73	3	-1
74	3	-1
75	4	-1
76	3	-1
77	5	-1
78	3	0
79	5	-1
80	5	0
81	5	0
82	4	-1
83	5	0
84	3	0
85	6	0
86	6	0
87	3	-1
88	5	-1
89	5	0
90	4	0
91	4	-1
92	3	-1
93	5	0
94	7	-1
95	4	0
96	5	-1
97	4	-1
98	4	-1
99	6	0
100	6	-1
101	4	0
102	4	-1
103	5	-1
104	4	-1
105	5	-1
106	5	0
107	5	0
108	5	-1
109	4	0
110	4	0
111	4	-1
112	3	0
113	3	0
114	4	0
115	4	-1
116	6	-1
117	5	-1
118	6	-1
119	4	-1
120	5	-1
121	5	-1
122	5	-1
123	3	-1
124	3	0
125	6	0
126	4	0
127	3	-1
128	4	-1
129	3	0
130	3	0
131	4	-1
132	3	0
133	4	-1
134	4	0
135	5	-1
136	4	-1
137	7	0
138	6	0
139	5	-1
140	6	0
141	4	-1
142	5	0
143	6	0
144	4	-1
145	4	-1
146	4	0
147	2	-1
148	2	0
149	6	-1
150	4	-1
151	5	-1
152	2	-1
153	3	0
154	5	-1
155	4	0
156	4	-1
157	2	0
158	3	0
159	4	-1
160	5	0
161	5	-1
162	5	-1
163	7	0
164	5	0
165	4	-1
166	3	0
167	4	0
168	4	-1
169	4	-1
170	4	-1
171	5	0
172	5	-1
173	4	0
174	4	0
175	5	0
176	5	-1
177	5	-1
178	5	-1
179	5	0
180	4	0
181	7	0
182	3	-1
183	4	0
184	4	0
185	5	0
186	5	0
187	3	0
188	5	-1
189	5	0
190	5	-1
191	5	-1
192	5	0
193	6	-1
194	4	0
195	5	-1
196	4	-1
197	5	-1
198	3	0
199	3	0
200	6	-1
201	5	-1
202	5	-1
203	6	-1
204	5	-1
205	5	0
206	4	0
207	5	0
208	4	0
209	5	0
210	3	-1
211	3	0
212	5	-1
213	3	0
214	5	0
215	5	0
216	3	0
217	5	0
218	5	-1
219	4	-1
220	5	0
221	5	0
222	2	0
223	4	-1
224	5	-1
225	4	0
226	5	0
227	6	-1
228	4	-1
229	5	0
230	5	0
231	4	-1
232	4	0
233	4	-1
234	4	-1
235	6	0
236	5	0
237	6	0
238	4	0
239	6	-1
240	3	-1
241	4	-1
242	5	-1
243	5	-1
244	5	0
245	3	-1
246	5	-1
247	6	0
248	6	-1
249	4	-1
250	3	-1
251	5	0
252	7	-1
253	4	0
254	3	0
255	5	0
256	5	0
257	6	0
258	5	0
259	5	0
260	3	0
261	5	-1
262	5	-1
263	4	-1
264	3	-1
265	4	-1
266	2	-1
267	3	0
268	5	-1
269	5	-1
270	4	0
271	5	-1
272	6	-1
273	6	0
274	3	-1
275	3	0
276	5	0
277	3	0
278	5	0
279	5	0
280	4	-1
281	5	-1
282	4	-1
283	4	-1
284	4	0
285	4	0
286	3	0
287	5	0
288	5	-1
289	4	-1
290	5	-1
291	4	0
292	6	-1
293	4	-1
294	6	-1
295	6	-1
296	5	-1
297	4	0
298	2	-1
299	5	-1
300	5	-1
301	5	-1
302	7	0
303	5	-1
304	4	0
305	7	0
306	5	0
307	6	-1
308	5	-1
309	5	0
310	2	-1
311	5	0
312	4	0
313	6	-1
314	6	-1
315	3	-1
316	5	-1
317	6	0
318	5	0
319	5	0
320	5	-1
321	6	-1
322	6	0
323	5	-1
324	5	0
325	4	0
326	3	0
327	3	0
328	4	-1
329	5	-1
330	6	0
331	4	0
332	2	0
333	4	-1
334	6	0
335	6	-1
336	3	0
337	6	0
338	3	0
339	5	0
340	4	0
341	6	0
342	4	-1
343	4	0
344	5	-1
345	6	-1
346	3	-1
347	7	-1
348	5	0
349	6	0
350	5	0
351	6	-1
352	5	-1
353	5	-1
354	3	-1
355	2	0
356	6	0
357	3	-1
358	6	-1
359	4	-1
360	5	-1
361	4	0
362	5	0
363	4	0
364	6	-1
365	4	0
366	4	0
367	4	-1
368	6	-1
369	4	0
370	6	-1
371	5	-1
372	3	-1
373	6	0
374	5	-1
375	6	0
376	4	-1
377	6	-1
378	5	-1
379	3	0
380	4	-1
381	5	-1
382	4	-1
383	5	0
384	5	0
385	4	-1
386	5	0
387	5	0
388	2	0
389	5	0
390	3	-1
391	4	-1
392	6	-1
393	4	-1
394	3	-1
395	5	-1
396	5	-1
397	5	0
398	4	0
399	4	0
400	6	-1
401	4	0
402	4	-1
403	4	0
404	6	-1
405	4	0
406	4	0
407	6	0
408	4	0
409	5	0
410	2	0
411	4	-1
412	6	0
413	4	0
414	5	-1
415	3	-1
416	4	0
417	5	0
418	6	0
419	6	0
420	5	-1
421	6	-1
422	5	-1
423	4	-1
424	4	0
425	6	-1
426	6	0
427	4	-1
428	4	-1
429	6	-1
430	4	-1
431	5	-1
432	5	-1
433	5	-1
434	6	-1
435	3	-1
436	4	-1
437	5	-1
438	4	0
439	6	-1
440	3	0
441	3	-1
442	4	0
443	5	-1
444	4	-1
445	6	0
446	4	-1
447	5	0
448	5	-1
449	3	-1
450	3	-1
451	4	-1
452	6	-1
453	5	-1
454	4	-1
455	4	-1
456	4	0
457	5	-1
458	3	0
459	5	-1
460	5	-1
461	5	-1
462	5	-1
463	4	-1
464	4	-1
465	3	0
466	5	0
467	5	-1
468	6	0
469	4	0
470	6	-1
471	4	-1
472	5	-1
473	3	-1
474	3	-1
475	4	0
476	7	-1
477	2	0
478	2	0
479	4	-1
480	3	0
481	5	0
482	7	-1
483	4	-1
484	6	-1
485	4	-1
486	2	0
487	4	0
488	5	-1
489	3	-1
490	6	-1
491	6	0
492	4	-1
493	6	-1
494	4	0
495	4	0
496	6	-1
497	5	-1
498	4	-1
499	5	-1
