1	0	6
2	0	5
3	-1	3
4	0	3
5	0	4
6	0	7
7	0	6
8	-1	5
9	-1	3
10	0	4
11	-1	6
12	-1	4
13	-1	5
14	0	5
15	0	4
16	0	5
17	-1	6
18	-1	5
19	0	4
20	-1	4
21	0	4
22	-1	2
23	0	6
24	0	5
25	0	6
26	-1	2
27	-1	5
28	-1	5
29	0	7
30	-1	3
31	0	5
32	-1	3
33	-1	6
34	-1	6
35	-1	3
36	0	5
37	-1	5
38	-1	4
39	-1	5
40	0	4
41	0	6
42	0	4
43	-1	5
44	0	3
45	-1	4
46	-1	5
47	0	3
48	0	4
49	-1	3
50	-1	4
51	0	5
52	-1	4
53	-1	5
54	-1	3
55	0	5
56	0	4
57	-1	6
58	-1	5
59	0	5
60	0	5
61	0	2
62	0	5
63	-1	3
64	-1	4
65	-1	4
66	0	4
67	0	7
68	0	6
69	0	7
70	0	5
71	0	4
72	-1	4
73	-1	3
74	-1	3
75	-1	4
76	-1	3
77	-1	5
78	0	3
79	-1	5
80	0	5
81	0	5
82	-1	4
83	0	5
84	0	3
85	0	6
86	0	6
87	-1	3
88	-1	5
89	0	5
90	0	4
91	-1	4
92	-1	3
93	0	5
94	-1	7
95	0	4
96	-1	5
97	-1	4
98	-1	4
99	0	6
100	-1	6
101	0	4
102	-1	4
103	-1	5
104	-1	4
105	-1	5
106	0	5
107	0	5
108	-1	5
109	0	4
110	0	4
111	-1	4
112	0	3
113	0	3
114	0	4
115	-1	4
116	-1	6
117	-1	5
118	-1	6
119	-1	4
120	-1	5
121	-1	5
122	-1	5
123	-1	3
124	0	3
125	0	6
126	0	4
127	-1	3
128	-1	4
129	0	3
130	0	3
131	-1	4
132	0	3
133	-1	4
134	0	4
135	-1	5
136	-1	4
137	0	7
138	0	6
139	-1	5
140	0	6
141	-1	4
142	0	5
143	0	6
144	-1	4
145	-1	4
146	0	4
147	-1	2
148	0	2
149	-1	6
150	-1	4
151	-1	5
152	-1	2
153	0	3
154	-1	5
155	0	4
156	-1	4
157	0	2
158	0	3
159	-1	4
160	0	5
161	-1	5
162	-1	5
163	0	7
164	0	5
165	-1	4
166	0	3
167	0	4
168	-1	4
169	-1	4
170	-1	4
171	0	5
172	-1	5
173	0	4
174	0	4
175	0	5
176	-1	5
177	-1	5
178	-1	5
179	0	5
180	0	4
181	0	7
182	-1	3
183	0	4
184	0	4
185	0	5
186	0	5
187	0	3
188	-1	5
189	0	5
190	-1	5
191	-1	5
192	0	5
193	-1	6
194	0	4
195	-1	5
196	-1	4
197	-1	5
198	0	3
199	0	3
200	-1	6
201	-1	5
202	-1	5
203	-1	6
204	-1	5
205	0	5
206	0	4
207	0	5
208	0	4
209	0	5
210	-1	3
211	0	3
212	-1	5
213	0	3
214	0	5
215	0	5
216	0	3
217	0	5
218	-1	5
219	-1	4
220	0	5
221	0	5
222	0	2
223	-1	4
224	-1	5
225	0	4
226	0	5
227	-1	6
228	-1	4
229	0	5
230	0	5
231	-1	4
232	0	4
233	-1	4
234	-1	4
235	0	6
236	0	5
237	0	6
238	0	4
239	-1	6
240	-1	3
241	-1	4
242	-1	5
243	-1	5
244	0	5
245	-1	3
246	-1	5
247	0	6
248	-1	6
249	-1	4
250	-1	3
251	0	5
252	-1	7
253	0	4
254	0	3
255	0	5
256	0	5
257	0	6
258	0	5
259	0	5
260	0	3
261	-1	5
262	-1	5
263	-1	4
264	-1	3
265	-1	4
266	-1	2
267	0	3
268	-1	5
269	-1	5
270	0	4
271	-1	5
272	-1	6
273	0	6
274	-1	3
275	0	3
276	0	5
277	0	3
278	0	5
279	0	5
280	-1	4
281	-1	5
282	-1	4
283	-1	4
284	0	4
285	0	4
286	0	3
287	0	5
288	-1	5
289	-1	4
290	-1	5
291	0	4
292	-1	6
293	-1	4
294	-1	6
295	-1	6
296	-1	5
297	0	4
298	-1	2
299	-1	5
300	-1	5
301	-1	5
302	0	7
303	-1	5
304	0	4
305	0	7
306	0	5
307	-1	6
308	-1	5
309	0	5
310	-1	2
311	0	5
312	0	4
313	-1	6
314	-1	6
315	-1	3
316	-1	5
317	0	6
318	0	5
319	0	5
320	-1	5
321	-1	6
322	0	6
323	-1	5
324	0	5
325	0	4
326	0	3
327	0	3
328	-1	4
329	-1	5
330	0	6
331	0	4
332	0	2
333	-1	4
334	0	6
335	-1	6
336	0	3
337	0	6
338	0	3
339	0	5
340	0	4
341	0	6
342	-1	4
343	0	4
344	-1	5
345	-1	6
346	-1	3
347	-1	7
348	0	5
349	0	6
350	0	5
351	-1	6
352	-1	5
353	-1	5
354	-1	3
355	0	2
356	0	6
357	-1	3
358	-1	6
359	-1	4
360	-1	5
361	0	4
362	0	5
363	0	4
364	-1	6
365	0	4
366	0	4
367	-1	4
368	-1	6
369	0	4
370	-1	6
371	-1	5
372	-1	3
373	0	6
374	-1	5
375	0	6
376	-1	4
377	-1	6
378	-1	5
379	0	3
380	-1	4
381	-1	5
382	-1	4
383	0	5
384	0	5
385	-1	4
386	0	5
387	0	5
388	0	2
389	0	5
390	-1	3
391	-1	4
392	-1	6
393	-1	4
394	-1	3
395	-1	5
396	-1	5
397	0	5
398	0	4
399	0	4
400	-1	6
401	0	4
402	-1	4
403	0	4
404	-1	6
405	0	4
406	0	4
407	0	6
408	0	4
409	0	5
410	0	2
411	-1	4
412	0	6
413	0	4
414	-1	5
415	-1	3
416	0	4
417	0	5
418	0	6
419	0	6
420	-1	5
421	-1	6
422	-1	5
423	-1	4
424	0	4
425	-1	6
426	0	6
427	-1	4
428	-1	4
429	-1	6
430	-1	4
431	-1	5
432	-1	5
433	-1	5
434	-1	6
435	-1	3
436	-1	4
437	-1	5
438	0	4
439	-1	6
440	0	3
441	-1	3
442	0	4
443	-1	5
444	-1	4
445	0	6
446	-1	4
447	0	5
448	-1	5
449	-1	3
450	-1	3
451	-1	4
452	-1	6
453	-1	5
454	-1	4
455	-1	4
456	0	4
457	-1	5
458	0	3
459	-1	5
460	-1	5
461	-1	5
462	-1	5
463	-1	4
464	-1	4
465	0	3
466	0	5
467	-1	5
468	0	6
469	0	4
470	-1	6
471	-1	4
472	-1	5
473	-1	3
474	-1	3
475	0	4
476	-1	7
477	0	2
478	0	2
479	-1	4
480	0	3
481	0	5
482	-1	7
483	-1	4
484	-1	6
485	-1	4
486	0	2
487	0	4
488	-1	5
489	-1	3
490	-1	6
491	0	6
492	-1	4
493	-1	6
494	0	4
495	0	4
496	-1	6
497	-1	5
498	-1	4
499	-1	5
